job_id,function_group,job_kind,purpose,scheduler_result,scheduler_evidence,exit_code,functional_result,scientific_result,scientific_reason,material,workflow_step,workflow_id,partition,node,cpus,memory,gpus,submitted_at,started_at,finished_at,queue_seconds,run_seconds,vasp_wall_seconds,peak_rss_kbytes,stdout_bytes,stderr_bytes,stdout_sha256,stderr_sha256,evidence_files,notes
38627,slurm_adapter,stage6-child-probe,Owned-job cancellation probe,cancelled,saved_scontrol_json,0:0,expected_cancellation_observed,not_applicable,,,,,P107-RTX5090,,1,256M,0,2026-08-16T10:30:11+00:00,2026-08-16T10:30:12+00:00,2026-08-16T10:30:12+00:00,1,0,,,,,,,evidence/stage6/job-38623/scheduler/cancel-scontrol.stdout;evidence/stage6/job-38623/summary.json,Stage 6 child job; not duplicated in root logs
38628,slurm_adapter,stage6-child-probe,Non-owned cancellation rejection control,cancelled,saved_scontrol_json,0:0,ownership_rejection_observed_then_harness_cleanup,not_applicable,,,,,P107-RTX5090,,1,256M,0,2026-08-16T10:30:12+00:00,2026-08-16T10:30:12+00:00,2026-08-16T10:30:12+00:00,0,0,,,,,,,evidence/stage6/job-38623/scheduler/foreign-scontrol.stdout;evidence/stage6/job-38623/summary.json,Stage 6 child job; not duplicated in root logs
38629,snapshot_and_provenance,preview-snapshot,"Capture database, release, service, and scheduler evidence",completed,successful_terminal_job_log,0:0_by_terminal_evidence,passed,not_applicable,,,,,,,,,,,,,,,,,521,0,8f522dd4c8b950cb14199cabbe384d4f58aaa745695f2a85e07d64d54f371e80,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,logs/preview-snapshot-38629.out;logs/preview-snapshot-38629.err,
39370,web_service,service,Run the long-lived FastAPI and frontend service,cancelled,slurmd_cancellation_record,,passed_then_controlled_stop,not_applicable,,,,,,anode02,,,,,,2026-08-19T17:37:59.304,,,,,3335,728,9bab7a4db56343bd0d3042587f1ddc8033deda10bb76b18880cd4d5048abea4d,f049ec73f7f0efa0f5a3befd69f92deaf67de2022cc78c77b863c66b149eddfb,logs/service-39370.out;logs/service-39370.err,
39372,snapshot_and_provenance,preview-snapshot,"Capture database, release, service, and scheduler evidence",completed,successful_terminal_job_log,0:0_by_terminal_evidence,passed,not_applicable,,,,,,,,,,,,,,,,,521,0,0a4952f6ea775dbe4b0b84dbb09ce3008cebfaea0861d46a9af510d353c00ac8,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,logs/preview-snapshot-39372.out;logs/preview-snapshot-39372.err,
39373,vasp_preflight,stage7-preflight,Verify VASP and VASPKIT prerequisites,completed,successful_terminal_job_log,0:0_by_terminal_evidence,passed,not_applicable,,,,,,,,,,,,,,,,,1204,0,5d488563e55df7386bf04545e2e4322f4e2ea7b4d91fd3c13721f9a2fdb83af8,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,logs/stage7-preflight-39373.out;logs/stage7-preflight-39373.err,
39382,snapshot_and_provenance,preview-snapshot,"Capture database, release, service, and scheduler evidence",completed,successful_terminal_job_log,0:0_by_terminal_evidence,passed,not_applicable,,,,,,,,,,,,,,,,,521,0,04930f75fb336dce235f21cd2f27b8dea158ac3a4334ca1d89d1b8305a80567c,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,logs/preview-snapshot-39382.out;logs/preview-snapshot-39382.err,
39383,vasp_preflight,stage7-preflight,Verify VASP and VASPKIT prerequisites,completed,successful_terminal_job_log,0:0_by_terminal_evidence,passed,not_applicable,,,,,,,,,,,,,,,,,1204,0,5d488563e55df7386bf04545e2e4322f4e2ea7b4d91fd3c13721f9a2fdb83af8,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,logs/stage7-preflight-39383.out;logs/stage7-preflight-39383.err,
40038,snapshot_and_provenance,preview-snapshot,"Capture database, release, service, and scheduler evidence",completed,successful_terminal_job_log,0:0_by_terminal_evidence,passed,not_applicable,,,,,,,,,,,,,,,,,521,0,0e4eef49ed5aa9e0f662b5cd890c9d3c17d4a00583186f74b9e6ec7beeaf8687,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,logs/preview-snapshot-40038.out;logs/preview-snapshot-40038.err,
40039,vasp_preflight,stage7-preflight,Verify VASP and VASPKIT prerequisites,completed,successful_terminal_job_log,0:0_by_terminal_evidence,passed,not_applicable,,,,,,,,,,,,,,,,,1418,0,01a36f1caf5bf71296ffcd5a018bcd277259b8ede01e97f7626d30a9b764fc9f,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,logs/stage7-preflight-40039.out;logs/stage7-preflight-40039.err,
40052,snapshot_and_provenance,preview-snapshot,"Capture database, release, service, and scheduler evidence",completed,successful_terminal_job_log,0:0_by_terminal_evidence,passed,not_applicable,,,,,,,,,,,,,,,,,521,0,5da7bc7477ce7df365abd77aebc03d8f08e98818b3edc1bc40fad47314800534,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,logs/preview-snapshot-40052.out;logs/preview-snapshot-40052.err,
40053,build_and_release,build,"Build, test, and publish an immutable release",failed,terminal_job_log,nonzero_by_terminal_evidence,failed,not_applicable,,,,,,,,,,,,,,,,,16884,168826,6df49f4b29469e2af645f488fb55ab461fef8d6cd90ab0bdb80680d0c3f118b2,a94d4aadd97b9e29da6017e2ce54215de7f72ba73328555ac3c43816f9f3b0c1,logs/build-40053.out;logs/build-40053.err,backend build tests failed
40054,slurm_diagnostic,memfd-probe,Probe memfd submission-script handling,failed,terminal_job_log,nonzero_by_terminal_evidence,failed,not_applicable,,,,,,,,,,,,,,,,,461,471,ee5ed4bc73debe70484f7f3d32fac41384d6e64f5b5f3dea762b49e93d1a0429,0cd18113dde6ea25223065e8c280e34e537ac24a1bf3222ac1df6010d51f9eee,logs/memfd-probe-40054.out;logs/memfd-probe-40054.err,memfd probe could not recover the submission-script snapshot
40055,slurm_diagnostic,otmpfile-probe,Probe O_TMPFILE submission-script handling,completed,successful_terminal_job_log,0:0_by_terminal_evidence,passed,not_applicable,,,,,,,,,,,,,,,,,206,0,92cdb7e08398c9fe5cef2899145a3da7a2c0dd011bfd5d7f3f570a2657f4bd53,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,logs/otmpfile-probe-40055.out;logs/otmpfile-probe-40055.err,
40057,snapshot_and_provenance,preview-snapshot,"Capture database, release, service, and scheduler evidence",completed,successful_terminal_job_log,0:0_by_terminal_evidence,passed,not_applicable,,,,,,,,,,,,,,,,,521,0,5a98909255a7995b7cfdb96e8aa24ed6ceee95001d8c02794c916f112642345b,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,logs/preview-snapshot-40057.out;logs/preview-snapshot-40057.err,
40059,build_and_release,build,"Build, test, and publish an immutable release",completed,successful_terminal_job_log,0:0_by_terminal_evidence,passed,not_applicable,,,,,,,,,,,,,,,,,74016,103964,a465caf90775b8e3e0cb06c7cae04fe4afd4460e88edf51d82b0e7ebfbaba72c,74abd9f322f258600f2c58ca1ebb712c79717eb589a26f0a76eb6f72c7c98968,logs/build-40059.out;logs/build-40059.err,
40060,build_and_release,workflow-preview-build,Build an isolated workflow frontend preview,completed,successful_terminal_job_log,0:0_by_terminal_evidence,passed,not_applicable,,,,,,,,,,,,,,,,,82500,70355,d335d079cc6f1cb890089cfbf0ec7b9ea1dd05d2e372633a47172ed8227d2b6c,690f77ac7afd5ba9a51f9647156396ee88863fc6823f5005ea7437e4239102c7,logs/workflow-preview-build-40060.out;logs/workflow-preview-build-40060.err,
40062,web_service,workflow-preview-service,Run an isolated workflow preview service,cancelled,slurmd_cancellation_record,,passed_then_controlled_stop,not_applicable,,,,,,anode02,,,,,,2026-08-19T17:29:26.717,,,,,38518,728,e2a4b5d4bf798dc8bd2f9e102fe6283456f618113ecd84ecaed045356eb26454,f6ce4824c430321218f3a27aa08b960eba535da872c958b1741aa058f3ae8ba7,logs/workflow-preview-service-40062.out;logs/workflow-preview-service-40062.err,
40079,web_service,service,Run the long-lived FastAPI and frontend service,failed,terminal_job_log,nonzero_by_terminal_evidence,failed,not_applicable,,,,,,,,,,,,,,,,,47,573,74837bb3b4d65b9d52f22a14437d523f3616618ca62e4cb323302f1851fae590,98764706b4f774123906f2e1bf9c65faaef9cfadef6a7dec879bd327e2982c83,logs/service-40079.out;logs/service-40079.err,candidate service port was already in use
40081,web_service,service,Run the long-lived FastAPI and frontend service,cancelled,slurmd_cancellation_record,,passed_then_controlled_stop,not_applicable,,,,,,anode01,,,,,,2026-08-19T17:53:37.567,,,,,19145,726,ea4a361bd0da55e91ec5090997ac9dc3645ac31a48200a97b430a0e2261359a5,24409d2e99ec30e42ec4f286696cc4199cdc6151db756e4d5db54296d84e6461,logs/service-40081.out;logs/service-40081.err,
40087,snapshot_and_provenance,preview-snapshot,"Capture database, release, service, and scheduler evidence",failed,terminal_job_log,nonzero_by_terminal_evidence,failed,not_applicable,,,,,,,,,,,,,,,,,691,0,5cc6493bfb8c2314ee2fff1e04a56e22706a855e51dbdf6a99babed62cb5a6bb,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,logs/preview-snapshot-40087.out;logs/preview-snapshot-40087.err,post-snapshot detected an expected current-target change
40088,snapshot_and_provenance,preview-snapshot,"Capture database, release, service, and scheduler evidence",completed,successful_terminal_job_log,0:0_by_terminal_evidence,passed,not_applicable,,,,,,,,,,,,,,,,,521,0,ef8420dfc5009d235963eaed97b5610279e7e494028bd75a9dd8567bc05103f1,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,logs/preview-snapshot-40088.out;logs/preview-snapshot-40088.err,
40090,vasp_calculation,vasp_relax,MoS2 RELAX calculation,failed,database_saved_scontrol_observation,1:0,scheduler_failed,not_evaluated,,MoS2,relax,4b566547-961b-4e10-a8d0-99431f2e2229,P107-RTX5090,anode02,16,32G,1xRTX5090,2026-08-19 09:44:56.085073,2026-08-19T09:53:37+00:00,2026-08-19T09:53:37+00:00,520.915,0,,,,,,,data/workflows/4b566547-961b-4e10-a8d0-99431f2e2229/attempts/101154ee-4dd7-4c41-94cf-d9a922741f59,attempt=101154ee-4dd7-4c41-94cf-d9a922741f59; release=c677e7b8f163610a21fbb5729a9538d979ac107b; runtime=missing
40091,web_service,service,Run the long-lived FastAPI and frontend service,cancelled,slurmd_cancellation_record,,passed_then_controlled_stop,not_applicable,,,,,,anode16,,,,,,2026-08-19T22:18:03.889,,,,,1240,728,317a25e2a16626ce59dfcfd68861dc432ebc4339b20f2a50c430ae93ec246cab,3b797ffac2818338f18ca08299e3fdfa23d5d1fb66dea3b5f187df9f69f4b3e8,logs/service-40091.out;logs/service-40091.err,
40096,build_and_release,build,"Build, test, and publish an immutable release",failed,terminal_job_log,nonzero_by_terminal_evidence,failed,not_applicable,,,,,,,,,,,,,,,,,16884,104440,6df49f4b29469e2af645f488fb55ab461fef8d6cd90ab0bdb80680d0c3f118b2,56a8bdcb10594abc0c9e655b7795b00c6e9b1e81c1700970129e611d88a39dd6,logs/build-40096.out;logs/build-40096.err,backend build tests failed
40097,build_and_release,build,"Build, test, and publish an immutable release",completed,successful_terminal_job_log,0:0_by_terminal_evidence,passed,not_applicable,,,,,,,,,,,,,,,,,74016,103964,c74123654020b42ef02997d9407caf48577a65b31fdc9bcf30f08a442dfd2dd5,dc2a3f3c5aed575c35ef2fe4e59a09db29dc91cb55f62524a8ffc51b276035bb,logs/build-40097.out;logs/build-40097.err,
40156,build_and_release,build,"Build, test, and publish an immutable release",completed,successful_terminal_job_log,0:0_by_terminal_evidence,passed,not_applicable,,,,,,,,,,,,,,,,,74013,103964,ffecfca8ba74e32d5de330f8751cef83a9f5865c418ea470f53f8eafce8d2579,b92d5ee0e894d631f1c3558263beace48d8cfdfdbebd88e39708201e93ed1bce,logs/build-40156.out;logs/build-40156.err,
40158,web_service,service,Run the long-lived FastAPI and frontend service,cancelled,slurmd_cancellation_record,,passed_then_controlled_stop,not_applicable,,,,,,anode17,,,,,,2026-08-19T22:16:16.809,,,,,390,726,7dfa8d164479962165df7257b6c620a068b9ec575fd619f91943fdc0e10aa3d3,45ed6309ed5e0cb079d401c9e933ed83654059ea4ae2e9486e96763ce3aaa0ff,logs/service-40158.out;logs/service-40158.err,
40159,web_service,service,Run the long-lived FastAPI and frontend service,cancelled,slurmd_cancellation_record,,passed_then_controlled_stop,not_applicable,,,,,,anode17,,,,,,2026-08-19T22:39:55.425,,,,,32975,726,270b61252d094240725d09be77d973762baec40a20831a42587974df3f957621,2975af9a39d34784960e953f0f4f840ec3fbe5dc813b7fe23b8d92f1b784c528,logs/service-40159.out;logs/service-40159.err,
40163,vasp_calculation,vasp_relax,MoS2 RELAX calculation,completed,database_saved_scontrol_observation,0:0,scientific_gate_failed,rejected,vaspkit_version_invalid,MoS2,relax,4b566547-961b-4e10-a8d0-99431f2e2229,P107-RTX5090,anode01,16,32G,1xRTX5090,2026-08-19 14:21:43.525789,2026-08-19T14:21:43+00:00,2026-08-19T14:22:28+00:00,0,45.0,42.08,2327036,,,,,data/workflows/4b566547-961b-4e10-a8d0-99431f2e2229/attempts/ced06c9a-1ae2-48dc-b038-c09aaf62458a,attempt=ced06c9a-1ae2-48dc-b038-c09aaf62458a; release=c677e7b8f163610a21fbb5729a9538d979ac107b; runtime=runtime-time.txt
40188,build_and_release,build,"Build, test, and publish an immutable release",completed,successful_terminal_job_log,0:0_by_terminal_evidence,passed,not_applicable,,,,,,,,,,,,,,,,,75391,103964,601df70baed5288086e0383ebd257c2750b093699b6039a755209f3a5f78eeff,33b13172bccff71fc8e9663d00addc2c423cd8ba117d5fd67858650cbed4ee92,logs/build-40188.out;logs/build-40188.err,
40190,web_service,service,Run the long-lived FastAPI and frontend service,cancelled,slurmd_cancellation_record,,passed_then_controlled_stop,not_applicable,,,,,,anode02,,,,,,2026-08-19T22:42:14.319,,,,,7024,728,1f93ba253c657bc3b1b9a956169e9dd1c5f0ea64964271a41dd0c74614ebade7,65d4fe8d6c8cced7b1d62cb2403324fa164b4b756b283bc01a8b5045ed7ecfc5,logs/service-40190.out;logs/service-40190.err,
40191,vasp_calculation,vasp_relax,MoS2 RELAX calculation,completed,database_saved_scontrol_observation,0:0,scientific_gate_failed,rejected,potcar_titles_invalid,MoS2,relax,4b566547-961b-4e10-a8d0-99431f2e2229,P107-RTX5090,anode01,16,32G,1xRTX5090,2026-08-19 14:40:37.811597,2026-08-19T14:42:14+00:00,2026-08-19T14:42:40+00:00,96.188,26.0,25.66,2304380,,,,,data/workflows/4b566547-961b-4e10-a8d0-99431f2e2229/attempts/437de87e-ec1a-4e63-92ee-d442b1f4a4dc,attempt=437de87e-ec1a-4e63-92ee-d442b1f4a4dc; release=c677e7b8f163610a21fbb5729a9538d979ac107b; runtime=runtime-time.txt
40192,web_service,service,Run the long-lived FastAPI and frontend service,cancelled,slurmd_cancellation_record,,passed_then_controlled_stop,not_applicable,,,,,,anode16,,,,,,2026-08-19T22:52:21.974,,,,,19233,726,3de66d4b78cd18ad5e5832e9bd4f05e1c546353c25bec220aeb42d0db31f4b80,204c04f685760c63730f40e5d1522b0f38124e9531f5421cb86447ec0b902413,logs/service-40192.out;logs/service-40192.err,
40210,build_and_release,build,"Build, test, and publish an immutable release",completed,successful_terminal_job_log,0:0_by_terminal_evidence,passed,not_applicable,,,,,,,,,,,,,,,,,75392,104147,fd5de78dc2d075d5fa7cc8b077140378ad9ba69cffe6996d9464ebe236133832,fa93383b10f57cd339623593a32885a57d872cdb2e445050b90b692c6e3b4205,logs/build-40210.out;logs/build-40210.err,
40211,web_service,service,Run the long-lived FastAPI and frontend service,cancelled,slurmd_cancellation_record,,passed_then_controlled_stop,not_applicable,,,,,,anode17,,,,,,2026-08-19T23:42:30.817,,,,,93394,1163,6cfd6d59a4c6ef5b784163fb003c4fe8c63849abf164644a2ef133fc6fcaffdf,3f983b5351ed4f9562fdf584073266b0543ee0191091951ff6d48cfc4266dae4,logs/service-40211.out;logs/service-40211.err,
40212,vasp_calculation,vasp_relax,MoS2 RELAX calculation,completed,database_saved_scontrol_observation,0:0,passed,accepted,,MoS2,relax,4b566547-961b-4e10-a8d0-99431f2e2229,P107-RTX5090,anode01,16,32G,1xRTX5090,2026-08-19 14:52:58.401839,2026-08-19T14:52:59+00:00,2026-08-19T14:53:24+00:00,0.598,25.0,24.92,2305260,,,,,data/workflows/4b566547-961b-4e10-a8d0-99431f2e2229/attempts/3f1a34a4-6efb-4de2-a299-cbec2c1a96cb,attempt=3f1a34a4-6efb-4de2-a299-cbec2c1a96cb; release=c677e7b8f163610a21fbb5729a9538d979ac107b; runtime=runtime-time.txt
40213,vasp_calculation,vasp_scf,MoS2 SCF calculation,completed,database_saved_scontrol_observation,0:0,scientific_gate_failed,rejected,scf_efermi_invalid,MoS2,scf,4b566547-961b-4e10-a8d0-99431f2e2229,P107-RTX5090,anode01,16,32G,1xRTX5090,2026-08-19 14:53:39.845414,2026-08-19T14:53:39+00:00,2026-08-19T14:54:14+00:00,0,35.0,34.47,2362168,,,,,data/workflows/4b566547-961b-4e10-a8d0-99431f2e2229/attempts/de4c6c9b-f61d-4a50-9d9a-28a1f4b2f6a6,attempt=de4c6c9b-f61d-4a50-9d9a-28a1f4b2f6a6; release=c677e7b8f163610a21fbb5729a9538d979ac107b; runtime=runtime-time.txt
40248,build_and_release,build,"Build, test, and publish an immutable release",completed,successful_terminal_job_log,0:0_by_terminal_evidence,passed,not_applicable,,,,,,,,,,,,,,,,,75395,104350,362a7770f1b695f18b5e92eca013cbc2e117f5e05c1a5079c40ef2e27c855beb,71e33c8e63b8dac514ea3d1f2cad2af19227a59621c98cd6e59a3a48c98f2272,logs/build-40248.out;logs/build-40248.err,
40249,web_service,service,Run the long-lived FastAPI and frontend service,cancelled,slurmd_cancellation_record,,passed_then_controlled_stop,not_applicable,,,,,,anode16,,,,,,2026-08-20T00:26:43.730,,,,,8889,1161,f177cfbe9b84a4332b18ad61777422157e5b58a34bcf016e49fae829a6cef5fb,2f49f59d4f3b9b8d8eb42e1da4fcbbb58d8fc154f3b32e557d879cb30ef87b87,logs/service-40249.out;logs/service-40249.err,
40250,vasp_calculation,vasp_scf,MoS2 SCF calculation,completed,database_saved_scontrol_observation,0:0,passed,accepted,,MoS2,scf,4b566547-961b-4e10-a8d0-99431f2e2229,P107-RTX5090,anode01,16,32G,1xRTX5090,2026-08-19 15:45:27.719542,2026-08-19T15:45:27+00:00,2026-08-19T15:46:07+00:00,0,40.0,39.17,2366028,,,,,data/workflows/4b566547-961b-4e10-a8d0-99431f2e2229/attempts/09a466fe-f1bd-43e0-9dbf-87ab76d0be34,attempt=09a466fe-f1bd-43e0-9dbf-87ab76d0be34; release=c677e7b8f163610a21fbb5729a9538d979ac107b; runtime=runtime-time.txt
40251,vasp_calculation,vasp_band,MoS2 BAND calculation,completed,database_saved_scontrol_observation,0:0,passed,accepted,,MoS2,band,4b566547-961b-4e10-a8d0-99431f2e2229,P107-RTX5090,anode01,16,32G,1xRTX5090,2026-08-19 15:46:19.112259,2026-08-19T15:46:20+00:00,2026-08-19T15:47:24+00:00,0.888,64.0,63.66,2536568,,,,,data/workflows/4b566547-961b-4e10-a8d0-99431f2e2229/attempts/4464e1f4-3e79-4547-9afb-dfe5b6265291,attempt=4464e1f4-3e79-4547-9afb-dfe5b6265291; release=c677e7b8f163610a21fbb5729a9538d979ac107b; runtime=runtime-time.txt
40252,vasp_calculation,vasp_dos,MoS2 DOS calculation,completed,database_saved_scontrol_observation,0:0,passed,accepted,,MoS2,dos,4b566547-961b-4e10-a8d0-99431f2e2229,P107-RTX5090,anode01,16,32G,1xRTX5090,2026-08-19 15:47:32.508166,2026-08-19T15:47:33+00:00,2026-08-19T15:48:28+00:00,0.492,55.0,54.6,2275448,,,,,data/workflows/4b566547-961b-4e10-a8d0-99431f2e2229/attempts/ea35c9a4-8b8f-47a8-a4ed-3c590fbc0245,attempt=ea35c9a4-8b8f-47a8-a4ed-3c590fbc0245; release=c677e7b8f163610a21fbb5729a9538d979ac107b; runtime=runtime-time.txt
40253,vasp_workflow_control,stage7-acceptance,Create or inspect Stage 7 workflows,failed,terminal_job_log,nonzero_by_terminal_evidence,failed,not_applicable,,,,,,,,,,,,,,,,,0,325,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,3fbdc06d99898dce9ddbc87cc1aec01b62fa1e04153ea4c2620522a336740324,logs/stage7-acceptance-40253.out;logs/stage7-acceptance-40253.err,Stage 7 acceptance could not import competition_runtime
40259,build_and_release,build,"Build, test, and publish an immutable release",completed,successful_terminal_job_log,0:0_by_terminal_evidence,passed,not_applicable,,,,,,,,,,,,,,,,,75379,104350,feab36a3b4257ffe5acf2881ac5e2adbdf7a54cbfe567bffe8e0315c7cb87eac,0bddf28a359e56f4d7fbf04d09d840da8bfb9a55af82955b193bd8499ea22268,logs/build-40259.out;logs/build-40259.err,
40260,web_service,service,Run the long-lived FastAPI and frontend service,cancelled,slurmd_cancellation_record,,passed_then_controlled_stop,not_applicable,,,,,,anode02,,,,,,2026-08-20T00:22:38.212,,,,,405,728,e3c55c0925dedffc506a9d967a85d8bbfdc48350fe369e99c2df06b1eefcec74,d412f569352cd71ca2fbb61ab327aa9ac41180f214676a5354f0c3164c3812c4,logs/service-40260.out;logs/service-40260.err,
40262,web_service,service,Run the long-lived FastAPI and frontend service,cancelled,slurmd_cancellation_record,,passed_then_controlled_stop,not_applicable,,,,,,anode17,,,,,,2026-08-20T01:10:37.036,,,,,67565,1488,27d5e2175924a445674d13a93133e976efead231a2adbfa13555fc55d85b8f59,08b429f9b33c0f2e5bf753db31a46d00065a631e67a0151e345971da8b36e841,logs/service-40262.out;logs/service-40262.err,
40263,vasp_workflow_control,stage7-acceptance,Create or inspect Stage 7 workflows,completed,successful_terminal_job_log,0:0_by_terminal_evidence,passed,not_applicable,,,,,,,,,,,,,,,,,37,0,9a548eb08554d8cb4d9fbfe2fd5d0837478ff3be11aa77fa79171480d68a2601,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,logs/stage7-acceptance-40263.out;logs/stage7-acceptance-40263.err,
40264,vasp_calculation,vasp_relax,MoS2 RELAX calculation,completed,database_saved_scontrol_observation,0:0,passed,accepted,,MoS2,relax,db9c793d-cf8f-4207-823b-5943d825f21d,P107-RTX5090,anode01,16,32G,1xRTX5090,2026-08-19 16:26:57.904138,2026-08-19T16:27:00+00:00,2026-08-19T16:27:34+00:00,2.096,34.0,33.41,2305612,,,,,data/workflows/db9c793d-cf8f-4207-823b-5943d825f21d/attempts/2f5a7850-e3c3-4ffe-b2ab-fdaacf0562b8,attempt=2f5a7850-e3c3-4ffe-b2ab-fdaacf0562b8; release=e3ea99c7c8eff76c37c7fc2bda4b205d5e9a4501; runtime=runtime-time.txt
40265,vasp_calculation,vasp_scf,MoS2 SCF calculation,completed,database_saved_scontrol_observation,0:0,scientific_gate_failed,rejected,electronic_not_converged,MoS2,scf,db9c793d-cf8f-4207-823b-5943d825f21d,P107-RTX5090,anode01,16,32G,1xRTX5090,2026-08-19 16:27:43.816407,2026-08-19T16:27:44+00:00,2026-08-19T16:27:53+00:00,0.184,9.0,9.18,2353888,,,,,data/workflows/db9c793d-cf8f-4207-823b-5943d825f21d/attempts/2f3080ae-b445-4575-975a-e85cccbeafc9,attempt=2f3080ae-b445-4575-975a-e85cccbeafc9; release=e3ea99c7c8eff76c37c7fc2bda4b205d5e9a4501; runtime=runtime-time.txt
40269,vasp_workflow_control,stage7-terminal-diagnostic,Diagnose Stage 7 workflow finalization,failed,terminal_job_log,nonzero_by_terminal_evidence,failed,not_applicable,,,,,,,,,,,,,,,,,0,757,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,75b603804811963c87a67633a3200e7c6ad50244e145410c553dc37119eb2827,logs/stage7-terminal-diagnostic-40269.out;logs/stage7-terminal-diagnostic-40269.err,diagnostic wrapper omitted LMATELAB_FRONTEND_DIST
40270,vasp_workflow_control,stage7-terminal-diagnostic,Diagnose Stage 7 workflow finalization,failed,terminal_job_log,nonzero_by_terminal_evidence,failed,not_applicable,,,,,,,,,,,,,,,,,151,5177,257a4120361e6fe5bded632efe321de56a09e4153a8834180c5ef74098c3987e,9323563c1029438dc76749fca55a7ca651eee85aec216c2eb97dbc94e3999cbe,logs/stage7-terminal-diagnostic-40270.out;logs/stage7-terminal-diagnostic-40270.err,diagnostic exposed duplicate workflow event sequencing and then exited nonzero
40272,build_and_release,build,"Build, test, and publish an immutable release",completed,successful_terminal_job_log+project_evidence_document,0:0_by_terminal_evidence,passed,not_applicable,,,,,,,,,,,,,,65,,,75381,104350,2f4bd749566da48faf62f10aac6aa205f3ecf9e4fd87c865f9396a4b96853e0a,1e5a10a3705b66d5c64daa546a4444ff3ed789074c988bb772309ec30035b7a6,logs/build-40272.out;logs/build-40272.err,
40273,web_service,service,Run the long-lived FastAPI and frontend service,cancelled,slurmd_cancellation_record,,passed_then_controlled_stop,not_applicable,,,,,,anode16,,,,,,2026-08-20T22:46:06.000,,,,,7542,726,590f71c8fd2f083cf3aafab585b2450b6969824e470badc25b5c480f9784f5c7,360e83e164d85ffadd0a0759f78b3384263705efb679d9d3c8ed5371107a3e6e,logs/service-40273.out;logs/service-40273.err,
40274,vasp_workflow_control,stage7-terminal-verification,Read-only verification of the intentional Stage 7 failure chain,completed,project_evidence_document+terminal_job_log,0:0,passed,not_applicable,,,,,P107-A100,anode16,,,,,,,unavailable,1,,,1414,0,f79bf77d411fb7ec7480d565d16e2bb0532f84bb3e7b7bda3f6a84efbcf7063b,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,evidence/stage7/terminal-40274.out;evidence/stage7/terminal-40274.err,"This job wrote only to evidence/stage7, so it is absent from root logs"
40303,build_and_release,build,"Build, test, and publish an immutable release",completed,successful_terminal_job_log,0:0_by_terminal_evidence,passed,not_applicable,,,,,,,,,,,,,,,,,74913,107328,445599457b77e2fb685c8694e76049deceac7d2504c7901ab9c00175b3e39b1d,a1a8324e55396931642e26c0e17c95fc30b7da3619e03f85469a5e7c93f7c5fa,logs/build-40303.out;logs/build-40303.err,
40304,results_and_evidence,stage8-acceptance,"Validate structure, BAND, DOS, and evidence bundles",failed,terminal_job_log,nonzero_by_terminal_evidence,failed,not_applicable,,,,,,,,,,,,,,,,,0,4551,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,30ad5438f197a5cb10cec06ecc89e5bb443335c462efc1ef3bf480a3c7917c86,logs/stage8-acceptance-40304.out;logs/stage8-acceptance-40304.err,Stage 8 acceptance hit an SQLAlchemy mapper initialization error
40305,build_and_release,build,"Build, test, and publish an immutable release",completed,successful_terminal_job_log,0:0_by_terminal_evidence,passed,not_applicable,,,,,,,,,,,,,,,,,74923,107328,a3d5cfeb510ea212b025a615921a685be18fef0ded9a1c51115f1f442a726da5,63839aeb75cadc3816b193be936eacecf64dd5ad3b9b23f4abcd5c17aff0d12b,logs/build-40305.out;logs/build-40305.err,
40306,results_and_evidence,stage8-acceptance,"Validate structure, BAND, DOS, and evidence bundles",failed,terminal_job_log,nonzero_by_terminal_evidence,failed,not_applicable,,,,,,,,,,,,,,,,,91,895,8d03eece8daa4e71a6e8ba10608415643ca9f5bea1447b46dbf51d35d3c46de2,6a3dbb47adb2c8d1717d52363ca0d9c2f81ff27a54e1cee71fe4e9ef3d08b774,logs/stage8-acceptance-40306.out;logs/stage8-acceptance-40306.err,Stage 8 acceptance rejected an unparseable scientific artifact
